,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
4038,Education,52.28447471,498.9400376,469.6821091,No,41.00174663,10.0,472.4165774
4039,Social,56.65358902,455.81905030000013,452.5620368,No,73.82773726,11.0,535.3301305
4040,Social,43.16938215,310.2809814,288.7985546999999,No,287.7689255,7.0,547.0276302
4041,Healthcare,450.52628210000006,382.4688282,126.9689893,Yes,571.3535132000002,14.0,83.49174595
4042,,72.98212621,352.2495317,378.8002982,No,193.172983,15.0,471.78240260000007
4043,Environment,46.86858068,698.1639541000002,634.9060007999999,No,239.7666149,10.0,504.40997230000005
4044,Financial,124.3663932,485.5544502,445.4301846,No,83.96622951,,437.8406158
4045,Social,-73.70113476,269.4139417,,Yes,280.0994545,11.0,360.7689663000001
4046,Environment,134.5674634,352.6548456000001,410.9121357,No,183.6503309,9.0,436.1235415
4047,Environment,90.22224141,511.5941635,438.0068045,No,63.70899131,9.0,
4048,Healthcare,27.7602368,317.8404722,380.9706555,No,237.8535857,8.0,403.9570419
4049,Foreign_Affairs,40.88635915,464.5815582,432.6651413,Maybe,95.93671178,9.0,441.5585469
4050,Healthcare,100.6393095,413.1799316,358.434535,No,174.88545019999995,11.0,445.1692099
4051,Financial,131.77974220000002,436.4994602,393.6039448,No,124.7907938,11.0,514.8426115
4052,Healthcare,81.09290809,274.6911185,534.2236649,No,257.0989288,12.0,619.0147382
4053,Education,139.1593355,405.8868881,415.1490432,No,128.4708975,14.0,521.1614933000002
4054,Financial,517.802707,373.19419710000005,,Yes,485.7823039,10.0,319.0993921
4055,Healthcare,119.7236248,487.6219913,446.4441183,No,62.23979614,7.0,470.80505760000005
4056,Education,,456.8961178,488.4903398,No,45.24771313,13.0,492.4542327
4057,Financial,141.55005419999995,406.1367455,371.9369006,No,162.6126969,11.0,464.8941424
4058,Foreign_Affairs,114.32035729999998,446.4887408,534.2016888999998,Maybe,120.3014597,10.0,397.8274458
4059,Military,215.2014373,416.30585,466.13376100000005,Maybe,127.72802079999998,6.0,409.651705
4060,Environment,53.53432733,321.8179853000001,355.0987119,No,233.0221867,8.0,539.4224024
4061,Financial,706.7387605,621.6695446,244.8486735,Yes,292.88975710000005,9.0,576.6728917
4062,Environment,154.4516163,402.0719263,490.2507884,No,98.89242942,13.0,509.7343643
4063,Education,-26.14445934,569.0739317000001,292.4286134,Yes,285.9910974,15.0,684.2113439
4064,Education,70.31076329999999,490.949486,374.4166032,No,134.3714624,16.0,546.9317434
4065,Healthcare,216.0275676,416.9635937,373.8911384,No,153.5172239,10.0,472.2682806
4066,Military,241.6635105,415.6338788,415.1335119,Maybe,183.45702,9.0,360.9442019
4067,Financial,124.4184032,425.5719245,321.45653660000005,No,198.1722796,11.0,456.9309198
4068,Environment,,524.3919518,524.2704278,No,35.01133517,9.0,493.5368265
4069,Social,418.439533,668.5893674,240.6892292,Yes,327.6770505,10.0,608.202582
4070,Financial,30.95743687,679.8899164,628.0341787000001,No,221.1098988,7.0,511.681369
4071,Education,655.4341582000002,514.5038377000002,196.1909999,Yes,531.0155348000002,13.0,64.72166558
4072,Healthcare,203.544411,468.6765268,437.18443,No,70.32348973,8.0,495.7061211
4073,Environment,361.219258,230.28392030000003,231.4602293,Yes,451.0088584,13.0,741.9682176
4074,Environment,101.2852043,425.28960250000006,359.1979876000001,No,175.7337079,14.0,426.0034739
4075,Healthcare,86.78461908,274.329782,499.1148546,No,263.2246058,13.0,635.4967243
4076,Financial,110.6694302,421.1696217,428.9537926,No,112.1125781,10.0,463.8414874
4077,Education,-145.08628059999995,540.7458421,562.8968455,Yes,126.1157902,14.0,398.5655102
4078,Financial,250.1812977,386.1016611,363.6162636,No,179.4624139,10.0,474.8325042
4079,Education,136.5305401,705.4684831000002,673.757427,No,269.46860669999995,11.0,485.7035319
4080,Education,55.74252489,442.2599384,470.3102792,No,76.33653058,12.0,540.1481216
4081,Education,134.1960622,442.6540975,507.2442967,No,59.54375963,12.0,514.2977952
4082,Foreign_Affairs,53.31596986,478.3265799,421.5803199,Maybe,122.7748559,10.0,408.052831
4083,Social,38.36229229999999,433.9355499,473.280003,No,75.08632023,12.0,476.3465502
4084,Environment,418.3900783,569.6160051,584.9574698,Yes,143.6336762,14.0,407.4447565
4085,Social,376.6482609,2.24075171,102.6643516,Yes,641.2053101,13.0,574.1913943
4086,Environment,265.8792656,287.4397581,501.07748,No,248.74480330000003,13.0,629.1934974
4087,Financial,184.0147783,292.2874462,386.8493526,No,262.90833680000003,5.0,385.2253532
4088,Healthcare,16.74044017,519.4140757,322.5113083,Yes,209.8407109,14.0,610.2450993
4089,Healthcare,117.1469086,323.39448589999995,382.4518751,No,228.540217,8.0,415.008462
4090,Environment,-39.08127496,581.0579017000001,313.2101843000001,Yes,226.2575713,14.0,598.6492264999998
4091,Healthcare,54.55944504,492.0931573,441.9784148,No,59.99452131,8.0,486.9493268
4092,Financial,78.55425158,328.3812366,390.1836559,No,229.3193918,7.0,605.2366575
4093,Other,246.5822853,331.0115755,393.867408,Maybe,200.8758571,9.0,476.980546
4094,Foreign_Affairs,247.6228102,403.2052625,420.2185353,Maybe,128.85957520000002,10.0,470.4959867
4095,Financial,231.9866446,213.083943,386.2039605,No,313.8414696000001,7.0,443.2011828
4096,Education,306.5661186000001,355.082231,487.7548205,No,148.5943861,15.0,469.5174248
4097,Financial,99.35169816,478.76062930000006,433.95732360000005,No,81.47831932,6.0,457.2686235000001
4098,Environment,331.5851889,304.8010797,538.5668877999999,No,260.4010257,13.0,
4099,Other,226.8356982,349.7781771,455.30650830000013,Maybe,157.0800946,7.0,489.50943949999987
4100,Environment,385.5373608,392.0399727,,Yes,159.7314703,14.0,390.3169122
4101,Financial,90.99874531,385.0528673,426.30960610000005,No,141.9464851,10.0,538.8031847999998
4102,Healthcare,130.0322452,275.717288,504.06679620000006,No,263.4567977,11.0,638.167328
4103,Social,49.80004643,770.5678321,684.0087186000002,No,328.3886477,6.0,527.8018638
4104,Environment,8.355219381,677.7940612000001,639.7663912,No,226.7371684,10.0,483.7405029
4105,Financial,336.2967078000001,291.5510244,507.6483608,No,248.690508,11.0,635.4160106
4106,Other,84.0406052,404.0240158,419.79543539999986,Maybe,125.6101203,11.0,488.43537360000005
4107,Education,24.40779168,263.3588518,511.93651460000007,No,275.8028183,16.0,641.158355
4108,Social,87.10912458,330.4792671,376.9044747,No,,6.0,402.3775233
4109,Education,202.9550529,271.9076703,544.2461772,No,266.3159537,15.0,630.1551081
4110,Social,474.8575283,348.2345819,,Yes,389.3949815,12.0,163.1192128
4111,Military,100.4892543,398.0905743,510.277614,Maybe,144.9871109,6.0,397.3837152
4112,Education,,486.3740052,421.4298815,No,96.68828477,12.0,445.32191330000006
4113,Social,343.4590525,492.9693697,461.3484153,No,47.30311744,8.0,526.3478682
4114,Healthcare,138.6378399,,458.0944413,No,143.508911,14.0,552.8079548
4115,Social,329.4463406000001,516.5766179999998,471.7300391,No,40.57469672,7.0,476.0765584
4116,Environment,430.0412873,283.6507430000001,529.6102751,Yes,241.3672317,13.0,602.8317614
4117,Financial,-20.04677141,235.6015491,584.6444482,Yes,298.6216457,12.0,610.0166525000002
4118,Financial,152.5070012,423.9557802,431.0385751,,102.9369632,10.0,492.4094206
4119,Environment,86.21862033,390.3897895,413.8804929,No,147.020816,11.0,453.2650818
4120,Social,32.52986164,429.4537248,380.8084381,No,140.4443915,13.0,523.2641725999998
4121,Social,58.44229960000001,410.1555335,454.1599197,No,108.2984042,11.0,460.5639348
4122,Social,72.40692863,,386.6078402,No,232.6845592,6.0,390.8555884
4123,Healthcare,122.3847376,339.7514272,404.8203371,No,202.93770780000003,7.0,419.7196167
4124,Healthcare,245.6820956,370.5725535,458.350751,No,141.7027118,13.0,539.9191016
4125,Social,106.643577,275.5740409,483.6892323,No,276.7537104,9.0,661.1197194
4126,Environment,107.7950067,447.4848254,363.1027209,No,,13.0,593.2496633999998
4127,Environment,227.5058071,455.3947261,379.2471768,No,145.74451530000005,15.0,568.3417074
4128,Financial,67.13293239,464.63799860000006,422.38619630000005,No,100.5119019,5.0,446.8185299
4129,Environment,21.63267605,550.5562441000002,286.0706711,Yes,242.9252395,11.0,396.6028027
4130,Financial,186.0148945,321.3510765000001,362.2522831,No,228.2785748,5.0,534.9461915
4131,Healthcare,13.02646805,440.9994187,380.3774072,No,133.390714,14.0,501.5650165
4132,Education,518.1383157,151.6136637,579.580704,Yes,376.3523302,13.0,381.9536165
4133,Financial,187.0753489,288.73998450000005,519.7056754,No,250.8576672,12.0,633.829972
4134,Education,139.1572178,375.7520486,417.9294528,No,152.4330244,14.0,532.5990611000002
4135,Education,98.74362382,515.7870136,426.3396746,No,76.56453746,11.0,486.3231927
4136,Financial,435.2570172,9.820063128,497.3407205,Yes,583.3888613,10.0,183.6787689
4137,Financial,240.3073173,317.82613,536.2238541,No,232.3302545,12.0,639.5631062000001
4138,Healthcare,61.3997765,431.0957134,413.0204194,No,114.9323133,12.0,529.9364074
4139,Social,245.3093702,360.4062633,434.0996375,No,200.6417285,13.0,371.8288873
4140,Foreign_Affairs,208.9758192,489.4875294,379.0523629,Maybe,122.2532407,9.0,485.6120916
4141,Environment,24.31771325,469.0863159,426.5789682,No,114.5815519,14.0,417.6432864
4142,Social,73.69899799,276.19755360000005,512.6449628,No,252.3980416,11.0,616.0057813999998
4143,Financial,181.7642221,462.2496132,422.48656680000005,No,106.4118631,12.0,562.3703501
4144,Environment,82.82603397,300.570493,418.5792336,No,229.91338080000003,8.0,419.6340048
4145,Financial,593.7780142000001,488.659153,642.5813007999999,Yes,200.9342384,9.0,641.1259225
4146,Healthcare,352.64023419999995,656.5496084,321.6492079,Yes,265.6264661,13.0,619.3341299
4147,Education,216.7171769,286.8984525,383.8658932,No,276.15582850000004,9.0,368.2326243
4148,Financial,103.3178522,387.0498826000001,447.743731,No,140.1466061,9.0,564.4408607
4149,Military,126.7970628,439.1639882,395.8372476,Maybe,128.0811156,8.0,543.0566239
4150,Environment,41.56262747,245.4103164,336.616453,No,315.6394558,10.0,409.8990808
4151,Healthcare,289.9179438,537.8519593999998,407.4819535,No,103.9004445,9.0,471.6637579
4152,Social,239.9040589,391.2920352,339.1432634,No,194.2467374,13.0,506.2836046
4153,Social,362.1918335,506.9843181,170.05472859999998,Yes,335.48848010000006,11.0,560.3312311000002
4154,Environment,107.29422340000002,354.9160807,373.8846457,No,207.7317848,9.0,421.2721892
4155,Healthcare,126.01025,313.9679045,380.734756,No,242.7740789,7.0,399.4658545
4156,Financial,47.89862124,411.7317754,438.8105595,No,109.6396358,10.0,477.9676911
4157,Social,156.57170280000003,439.56958960000014,434.9072044,No,126.06198159999998,11.0,589.4579044
4158,Education,-13.04906125,272.9965103,537.1097010999998,Yes,263.3810008,16.0,628.3036919
4159,Healthcare,556.1641396000001,337.6190617000001,721.0691125,Yes,526.9072656000002,11.0,50.11985491
4160,Environment,34.60841596,521.3253490000002,486.5796417,No,27.57973989,9.0,
4161,Other,38.25308499,356.6513828,362.4511911,Maybe,217.1623382,,412.3017661
4162,Healthcare,335.5192160000001,379.1937835,459.592856,No,162.4633992,12.0,399.1660927
4163,Healthcare,125.2751983,,539.2928812000001,No,240.51337200000003,11.0,654.2284328
4164,Healthcare,29.18060355,382.9199584,414.4827429,No,160.90822269999995,12.0,569.7891019
4165,Social,724.8759719999998,455.6498312,182.065368,Yes,394.2193971,9.0,271.17787400000003
4166,Education,171.3866487,323.2464429,563.0189532,No,282.3425152,16.0,710.9599191000002
4167,Environment,82.09587347,322.33697830000006,363.5711918,No,242.1542472,8.0,408.0124442
4168,Environment,121.6212425,345.03153039999995,400.7949212,No,205.2478024,10.0,590.9383647000002
4169,Education,411.1042593,500.7487342,517.0674941999998,Yes,52.69174218,13.0,450.1546418
4170,Military,68.42813187,457.6959337,356.0570977,Maybe,202.810828,9.0,363.53374489999993
4171,Military,48.49648463,442.7544882,328.2474373,Maybe,183.9649669,,467.3332334
4172,Environment,19.07517306,310.6684923,,No,262.7183365,8.0,382.9311307
4173,Education,105.6019086,244.5443561,517.2396822,No,297.8660088,14.0,652.2148696
4174,Social,73.55023942,396.8750746,443.9510948,No,,11.0,481.0574908
4175,Other,106.8331475,438.2627811,440.2128711,Maybe,88.84389897,9.0,522.522287
4176,Financial,116.9768866,323.4046028,408.0028286,No,221.8471535,6.0,402.1902578
4177,Foreign_Affairs,171.3064305,439.483356,452.4591404,Maybe,104.6702051,6.0,429.0531586
4178,Education,196.5885439,286.0858014,366.4015978,No,277.0403963,10.0,385.3546174
4179,Foreign_Affairs,100.7964167,452.1937655,496.623008,Maybe,79.16245867,10.0,436.9932168
4180,Environment,595.6413392000002,113.1237625,104.2408091,Yes,613.397775,12.0,235.503743
4181,Financial,738.8462777000002,84.33884307,525.5626791999998,Yes,420.5334508,12.0,441.5129476
4182,Social,106.2697345,309.1176277,355.3146323,No,241.7104663,8.0,532.4655795
4183,Social,,444.0063914,405.3147291,No,148.5189532,9.0,599.7862452
4184,Social,55.61259632,323.5543584,373.9296411,No,241.0807222,6.0,394.6761435
4185,Foreign_Affairs,212.5316081,414.1949045,,Maybe,104.2777569,6.0,446.4272228
4186,Environment,79.88463872,413.8516914,373.9275095,No,157.7797031,14.0,539.7319869
4187,Education,314.7952119,336.2651917,388.39610760000005,No,216.6870723,10.0,412.3143624
4188,Financial,97.67507968,362.7436893,492.0467045,No,143.21465039999995,10.0,459.90154180000013
4189,Social,100.4030972,376.9159266,361.5564092,No,188.3810807,10.0,465.7784478
4190,Healthcare,628.4450648,445.9808531000001,552.8634097,Yes,99.37837826,14.0,564.5248305
4191,Healthcare,498.1123365,164.5046749,203.7410158,Yes,568.1917697,11.0,149.9780175
4192,Financial,451.8637974,435.23216439999993,684.1465276,Yes,269.0261197,9.0,314.8777785000001
4193,Education,199.0182069,421.9196827,379.4092778,No,145.0593676,16.0,479.9111505
4194,Financial,324.6973176,491.32197530000013,449.2557301,No,76.03846154,6.0,444.0396695
4195,Environment,156.37390459999997,378.4349425,408.6799925,No,167.258865,8.0,569.7002222
4196,Environment,65.83612986,372.9881113,435.9435166,No,142.65020990000005,15.0,
4197,Education,113.9644663,448.967164,411.7531524,No,103.1342915,13.0,515.6469048
4198,Military,25.9926011,498.3984182,429.3201184,Maybe,115.8398813,6.0,408.23580560000005
4199,Healthcare,151.58684430000002,286.62289,299.1898853,No,293.7059597,9.0,520.2162684
4200,Education,135.94319209999998,397.3379171,535.3771528,No,129.6003011,13.0,570.7473805
4201,Education,401.8231164,434.4072676,505.0781251,Yes,114.1424923,15.0,406.7245228
4202,Financial,120.3527987,317.93555110000005,314.2274844,No,260.6341247,6.0,516.4698463000002
4203,Education,38.28754067,328.0435649,354.7876538000001,No,247.1398884,10.0,397.9094355
4204,Financial,143.25516240000005,402.7296519,510.0325636,No,101.663831,10.0,527.8093792
4205,Environment,36.14760178,384.2840369,,No,195.8816128,15.0,553.6064888
4206,Foreign_Affairs,12.53473413,516.9670632,407.593999,Maybe,96.23856453,9.0,479.1406841
4207,Environment,364.4291503,487.4864586,149.5679773,Yes,416.7050339,12.0,274.8691624
4208,Education,219.2657766,310.3742256999999,510.5934999,No,260.5677886,13.0,678.3967935
4209,Environment,385.4809173,56.93260272,232.8726055,Yes,529.0701013,11.0,389.3229532
4210,Environment,193.4485587,367.8873305,437.7190669,No,146.4080179,11.0,510.130925
4211,Healthcare,383.7543213,28.76581008,88.1367063,Yes,643.6288933999998,13.0,349.7830971
4212,Education,155.68425630000004,289.8019836,502.352899,No,259.9251115,16.0,652.8800882
4213,Other,308.8937793,347.7335028,378.4627478,Maybe,201.8503444,10.0,447.206329
4214,Education,57.63687619,302.51806380000005,372.9676252,No,255.9705539,9.0,398.0952156
4215,Social,72.70567869,302.4269295,360.2802161,No,265.5461841,6.0,390.6471779
4216,Social,59.89421267,490.06984000000006,415.5685642,No,88.68171408,7.0,474.757754
4217,Healthcare,408.5636129,426.4867763,566.2203826,Yes,506.7140172,10.0,3.039476322
4218,Foreign_Affairs,97.80504689,382.2790724,449.2987238,Maybe,162.6896628,8.0,399.8047399
4219,Military,162.01621809999997,359.8333264,357.6666274,Maybe,209.0074773,9.0,438.5293544
4220,Social,358.8019783000001,505.6114005,431.4046511,Yes,73.78916352,11.0,473.39114910000006
4221,Financial,92.87684051,317.1695015,527.5343649,No,241.8052047,11.0,
4222,Social,256.43569130000003,352.50199889999993,389.3809322,,,8.0,442.5570325
4223,Environment,624.8581188999998,594.6572553999998,156.6748702,Yes,435.8793385,12.0,248.6861386
4224,Environment,109.0416163,273.6079759,482.11867710000007,No,266.95400730000006,11.0,640.3258768999998
4225,Education,52.89301731,407.7247008,387.4311255,No,146.7316976,13.0,518.5393838
4226,Other,98.73677785,474.8545307,373.8774204,,129.0054673,11.0,510.1592759
4227,Healthcare,657.5454691000001,123.5574027,481.1590884,Yes,420.1031749,14.0,314.4665298999999
4228,Financial,190.3181437,712.5575302999998,652.7167860000002,No,261.7352705,7.0,501.4937891
4229,Education,418.2226506,453.6305176,216.7225285,Yes,290.7014055,15.0,454.0538096
4230,Military,91.47256386,340.6192336000001,435.4838602,Maybe,190.1437221,6.0,418.8207288
4231,Financial,98.28018938,336.3328305,389.7900151,No,210.505422,6.0,426.6559507
4232,Military,128.0988701,371.6639312,483.6374595,Maybe,198.2707456,7.0,349.7555017
4233,Education,221.5133018,298.1948443,275.4246311,No,303.02389510000006,11.0,525.7694361
4234,Social,67.94482203,449.1581804,435.7404276,No,107.4446588,12.0,569.4994347
4235,Environment,3.169260728,601.0350645,284.8591738,Yes,277.5674166,11.0,356.6472483
4236,Military,99.69309408,436.7181789,452.5083781,Maybe,105.7433523,6.0,429.8457876
4237,Education,361.0962339,,50.02209021,Yes,547.9030875,14.0,716.7520092
4238,Financial,168.7964684,484.6938885,493.94200660000007,No,32.04196065,5.0,472.5098034
4239,Social,123.1503505,478.9707536,448.4391836,No,85.7554652,7.0,434.7830327
4240,Financial,327.6521503,387.8205537,411.6749918,No,150.06997990000005,10.0,453.7889231
4241,Healthcare,296.4422959,305.6144373,389.8465182,No,224.3662788,7.0,520.5107419
4242,Financial,215.6293932,263.8221308,498.2386057,No,280.1171755,8.0,650.6072495
4243,Environment,662.3686356000002,497.4398577,402.1411329,Yes,103.7142057,11.0,465.7403405
4244,Healthcare,95.98631366,352.6136101,402.23829680000006,No,187.582563,7.0,437.493045
4245,Environment,336.033409,688.5993440000002,661.3474461,No,248.2471631,8.0,504.8931632
4246,Social,12.9318107,439.2312809,425.69370989999993,No,,9.0,447.6937179
