,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
1587,1.0,1672.190337,282034.3082,Financial,557.3967789,Yes,505.9848188,No,Male,After_16:00,0.863804432,0.592747464,3.749381469,1.072746387,4.565199555,3.4198325080000003,7183.0,48.02384968,455.7827755,5971.413739,55960.4017,Yes,256020.6369,21.34906966,51.77381666,,311258.5659,60.0,45_and_up,,697.6733655,10.0,Foot_or_bicycle,Hightech,473.74077120000004,0.0,Yes
6870,6.0,125.9470176,14509.0457,Healthcare,41.98233921,No,345.5987917,Yes,Male,After_16:00,0.985904914,0.620616111,6.29949518,2.184443786,7.14933364,2.425772366,7462.0,89.68072999,375.3436097,4206.675136,45097.585889999995,No,119438.5248,19.37378666,222.3132741,61.03684469,1814.499145,80.0,Below_30,2.0,572.2586422999999,7.0,Motorcycle_or_truck,Hightech,399.7790288,,
2561,3.0,1658.282073,371710.0674,Environment,552.7606910000001,Yes,672.4611093,No,Female,By_16:00,0.434082236,0.368494614,8.254600416,7.533473572999999,0.63626732,5.7647526870000005,4640.0,84.67020642,226.0628545,7176.736801999999,33216.27182,Yes,452203.9435,15.03538674,,78.97638343,306107.1422,90.0,30-45,1.0,351.1245192,,Car,Hightech,160.84367859999998,0.0,No
2613,5.0,130.575292,11670.374679999999,Social,43.52509735,No,268.1297778,Yes,Female,After_16:00,0.7005799309999999,0.11096303,6.316946154,6.949291427,8.429819557,8.607420649,9937.0,20.488258399999996,514.0723186,3709.442415,60895.169279999995,No,71893.57772999999,22.67316296,282.83819139999997,69.70813395,1947.959196,70.0,45_and_up,2.0,820.1558377,10.0,Car,Public_Sector,,2.0,No
866,2.0,562.0643259999999,93504.73999,Foreign_Affairs,187.3547753,No,499.07849869999995,Yes,Male,After_16:00,0.012233276000000001,0.748568059,5.36751372,3.773664362,6.983274654,0.90677222,3931.0,48.83495749,399.96675830000004,5790.718503,51310.39009,Maybe,249079.3478,19.99916894,104.2081527,,35299.166619999996,40.0,Below_30,2.0,645.2847791,7.0,Car,Student_or_Unemployed,470.81369349999994,0.0,No
3341,1.0,1286.039998,111874.8239,Education,428.67999919999994,Yes,260.9751427,Yes,Female,After_16:00,0.302682849,0.908953155,1.245854897,6.012083006,1.3972089140000001,5.713093486,6015.0,10.97648705,547.1625932999999,3704.076613,57868.29591,Yes,68108.02507999999,23.39150686,256.4491423,74.56768197,184205.2217,100.0,,4.0,728.515827,13.0,Public_or_other,Services_or_Retail,419.9439574,1.0,Yes
9467,1.0,136.53209109999997,19017.94145,Other,45.51069703,No,417.878492,Yes,Male,By_16:00,0.177090881,0.4343719,5.12568986,2.455930794,0.8097579890000001,5.595426302999999,4416.0,13.74824618,399.3857868,4977.5564939999995,51741.77445,Maybe,174622.4341,19.98463877,139.7516256,56.60781134,2126.734241,50.0,30-45,3.0,677.0389082,11.0,Car,Industry_or_other,551.6077018999999,0.0,Yes
1639,4.0,308.56020960000006,39138.21682,Environment,102.8534032,No,380.52427630000005,Yes,Female,After_16:00,0.8676594959999999,0.8276167609999999,3.3094931880000003,0.209888751,4.115049704,4.964320578,4444.0,5.619318527000001,440.6215058,4686.485775,54418.11436,No,144798.7249,20.990986300000003,143.2480998,17.30097474,10691.67595,90.0,30-45,3.0,710.6874611000001,12.0,Motorcycle_or_truck,Industry_or_other,552.1513563999999,4.0,No
2680,10.0,286.8559029,65734.29679,Education,95.61863429,No,687.4632469,No,Male,By_16:00,0.735788096,0.594305438,9.460084606,7.487828545,0.182834873,9.802871109,5904.0,93.02497413,655.3820102999999,8185.396490000001,76230.75697999999,No,472605.7159,25.60042988,244.9430964,72.20449536,9248.541857,100.0,30-45,5.0,921.9231982999999,11.0,Car,Hightech,526.6661286,4.0,Yes
8230,2.0,376.9039162,51879.03921,Foreign_Affairs,125.63463870000001,No,412.9357933,Yes,Female,After_16:00,0.075985015,0.843196322,9.543657396,2.245188395,5.090632325,3.733170701,9070.0,49.6060007,478.6983166,5086.754566,55650.2796,Maybe,170515.9694,21.87917541,102.9648377,47.76751983,15919.697090000001,40.0,45_and_up,3.0,696.7852335,10.0,Foot_or_bicycle,Public_Sector,449.32633830000003,0.0,No
6174,7.0,1554.414947,78556.84832,Education,518.1383157,Yes,151.6136637,Yes,Male,By_16:00,0.723112286,0.9397403209999999,4.734321479,6.735159785,5.74248198,1.957782907,,16.41211484,579.580704,2675.298045,57728.82178,Yes,22986.70301,24.07448242,376.3523302,9.74301903,268995.4525,100.0,30-45,0.0,727.7608082,13.0,Car,Hightech,381.9536165,0.0,No
762,7.0,126.33906,14942.924140000001,Education,42.11302001,No,354.8290798,Yes,Female,After_16:00,0.739731728,0.6210652170000001,5.539333352000001,5.477718415,8.343232886000001,5.115743547,6611.0,37.41838546,399.16073839999996,4346.612275,47910.07407,No,125903.6759,19.97900744,189.24423180000002,49.47195773,,100.0,Below_30,2.0,610.9258473,,Motorcycle_or_truck,Student_or_Unemployed,432.3965495,0.0,No
1271,9.0,273.85582389999996,27355.9085,Social,91.28527462,No,,Yes,Female,After_16:00,0.781478972,0.32426506899999996,2.6186844330000003,2.266367704,2.912749955,3.1349350719999998,5857.0,92.9362749,333.0285329,3662.806389,43801.78917,No,89805.06509,18.24906937,261.9410684,,8434.286637000001,70.0,30-45,0.0,591.9764921,8.0,Motorcycle_or_truck,Industry_or_other,524.5666386,0.0,Yes
2603,7.0,647.7282349999999,73159.12363999999,Environment,215.90941170000002,No,338.84175350000004,Yes,Female,After_16:00,0.043386231,0.9071129720000001,0.845908471,8.441060805,2.2389700169999998,2.613144857,6683.0,18.68360457,382.4596231,4153.336781,45967.15182,No,114813.7339,19.55657493,215.73075099999997,78.70313829999999,46842.783460000006,90.0,Below_30,,587.0124485,9.0,Foot_or_bicycle,Services_or_Retail,417.8292247,1.0,Yes
4081,10.0,1187.59846,263160.3482,Financial,395.8661532,Yes,664.7710245000001,No,Male,By_16:00,0.534198598,0.050209888,5.323657067,0.570430318,9.208489202,0.879620952,9176.0,34.15235933,687.5439554999999,8022.798156,68953.57834,Yes,441920.515,26.22105939,458.7100024,4.116692906,157115.8774,60.0,Below_30,1.0,742.8526293,12.0,Motorcycle_or_truck,Student_or_Unemployed,115.1719338,0.0,Yes
8845,6.0,451.3748129,,Foreign_Affairs,150.458271,No,435.38120810000004,Yes,Male,By_16:00,0.660539849,0.172351222,3.4917639960000004,5.158907271,4.572478193,8.121476453,8606.0,36.131567600000004,387.098695,5128.009471,47451.92016,Maybe,189556.7963,19.67482389,167.2415274,23.86155284,22798.149569999998,40.0,30-45,2.0,589.3735555,9.0,Foot_or_bicycle,Services_or_Retail,394.89321839999997,0.0,No
8908,4.0,1090.229993,195264.7367,Healthcare,363.4099977,Yes,537.3125062,No,Female,By_16:00,0.485007124,0.278011606,6.0122761670000004,2.3436323580000002,2.584639906,4.732948898,,98.26513296,500.4957586,6374.116579,60744.631389999995,Yes,288704.7293,22.37176253,37.44204377,7.812460978,132440.2364,80.0,45_and_up,3.0,755.7134791,13.0,,Public_Sector,503.0720915,0.0,No
133,6.0,134.9863778,13121.74881,Healthcare,44.99545927,No,291.6238443,Yes,Female,After_16:00,0.250382334,0.103287139,2.226931977,8.43875021,8.466782861,5.195334454,3745.0,30.06134776,507.59479239999996,3931.4280280000003,61213.7033,No,85044.46658,22.52986446,275.7022151,93.73788654,2079.5868140000002,80.0,Below_30,3.0,826.1827966,14.0,Car,Hightech,680.3701978999999,1.0,Yes
5735,8.0,421.8389001,71352.68965,Healthcare,140.6129667,No,507.44032599999997,No,Female,After_16:00,0.992088227,0.20578998399999998,4.203225642,8.541118915,8.697445123,8.687151121,7146.0,15.47752991,414.7183434,5903.839946,52471.18597,No,257495.6844,20.36463462,,9.305685596,19922.61937,80.0,30-45,0.0,655.8869103999999,,Motorcycle_or_truck,Hightech,463.79273739999996,3.0,Yes
1331,6.0,536.8797326,69176.5016,Education,178.9599109,No,386.54747460000004,Yes,Female,After_16:00,0.616946026,0.5579168520000001,2.1694318,4.492748971,1.5176596519999999,6.033126146,5142.0,62.55531507,399.9802756,4665.435297,50237.60598,No,149418.9501,19.99950688,151.4222444,86.85620341,32215.609610000003,100.0,45_and_up,1.0,652.2864925,16.0,Motorcycle_or_truck,Industry_or_other,507.2989938999999,0.0,Yes
9486,4.0,325.80591319999996,36377.56662,Healthcare,108.60197109999999,No,334.96230560000004,Yes,Female,By_16:00,0.7003135429999999,0.386515892,,9.193520774,3.122263718,0.843345323,6960.0,36.40928518,441.7274055,4233.077867,52981.42041,No,112199.7462,21.01731204,176.10795380000002,85.19182731,11912.990090000001,80.0,Below_30,2.0,690.8089123,12.0,Public_or_other,Industry_or_other,519.5160335,0.0,Yes
4321,5.0,357.83342830000004,51366.99196,Foreign_Affairs,119.27780940000001,No,430.6500279,Yes,Male,By_16:00,0.6674611999999999,0.590224691,0.79904997,5.683108326,5.837140907999999,7.0677573229999995,6446.0,13.85150198,497.8120313,5302.124341,,Maybe,185459.4465,22.31170167,127.3965372,3.640411235,,40.0,45_and_up,,687.6737572000001,10.0,Car,Industry_or_other,393.1558525,1.0,Yes
6128,5.0,366.0247503,37393.59758,Healthcare,122.0082501,No,306.4841726,Yes,Male,After_16:00,0.390854605,0.998410479,2.607050955,5.25705053,1.6144668219999998,0.771246669,8763.0,,352.5805816,3770.002889,46458.27945,No,93932.54804,18.77712921,252.3358245,52.51990245,15018.021340000001,80.0,30-45,1.0,631.4840272999999,7.0,Motorcycle_or_truck,Hightech,567.0261732999999,0.0,Yes
6628,3.0,1209.790048,33600.42437,Education,403.2633494,Yes,83.32129467,Yes,Male,By_16:00,0.060412533,0.346649834,0.010671455,6.90383177,0.010543345,0.049775355,4660.0,83.33445317,40.69805532,914.6090572999999,14714.5899,Yes,6942.438145,6.379502747999999,623.3749392999999,16.23425428,163034.5923,100.0,45_and_up,1.0,263.2708893,16.0,Motorcycle_or_truck,Hightech,436.6210201,0.0,No
2448,3.0,476.92124129999996,115598.2583,Social,158.9737471,No,727.1531335,No,Male,After_16:00,0.275235943,0.142134975,0.302897855,4.115751816,7.531319764,1.6333480319999998,8656.0,7.363756187000001,663.5596715,8598.650678,77071.7561,No,528751.6795,25.75965201,279.9643343,5.320506403,25441.62601,70.0,30-45,4.0,922.6446506000001,6.0,Public_or_other,Public_Sector,505.45126569999996,0.0,No
9167,7.0,391.93739930000004,40626.885780000004,Social,130.6457998,No,310.96970469999997,Yes,Female,After_16:00,0.30255989699999997,0.889618728,9.386083407000001,2.744179172,9.849349258,8.019552464,7648.0,93.32078123,515.7600453,4141.217138,61905.26756,No,96702.15725,22.71035106,253.21323130000002,41.18867253,17208.9708,70.0,Below_30,1.0,829.150119,9.0,Motorcycle_or_truck,Public_Sector,667.7382156,2.0,No
7569,9.0,1132.521069,200919.9197,Environment,377.5070231,Yes,532.2282963,No,Female,After_16:00,0.678439012,0.021340834,2.956697815,2.140894362,0.326713698,1.983819939,5008.0,53.33695561,503.0151847,6328.313332,60750.26892,Yes,283266.9593,22.42800001,32.41302494,63.65408789999999,142899.0595,90.0,30-45,2.0,755.0924331,11.0,Public_or_other,Hightech,498.3118745,0.0,Yes
596,1.0,1713.714307,306682.4413,Environment,571.2381025000001,Yes,536.8732233,No,Male,By_16:00,0.9368583140000001,0.375858609,8.015535937000001,5.888772337000001,4.325834136,8.769227867,8215.0,10.05947099,681.0186246000001,6730.769482,72994.26056,Yes,288232.8579,26.09633355,206.3394722,17.34287499,326894.2078,90.0,30-45,3.0,870.6459494999999,11.0,Public_or_other,Services_or_Retail,408.0837299,1.0,Yes
964,1.0,769.0215191000001,74500.78049,Social,256.34050640000004,No,290.63210319999996,Yes,Male,After_16:00,0.93005647,0.38733103799999996,3.658587022,8.088150083,2.191519914,7.857007256,8229.0,69.14582776,501.660075,3909.641182,59761.52884,No,84467.0194,22.39776942,251.0971254,6.513006822,65976.7957,70.0,45_and_up,2.0,799.8611275000001,10.0,Car,Hightech,638.6076994,3.0,No
6333,1.0,138.2158886,19315.65812,Other,46.07196286,No,419.24973289999997,Yes,Male,After_16:00,0.042377421,0.986669747,6.634352162999999,1.8865035430000001,0.946749097,2.8672441610000003,8369.0,6.763662631,423.0511954,5038.59972,49060.18613,Maybe,175770.3385,20.56820837,185.57451919999997,,2178.6977239999997,50.0,30-45,1.0,598.5155065,9.0,Car,Hightech,351.6889147,0.0,No
7004,1.0,216.2056557,20919.432230000002,Environment,72.06855189,No,290.2712997,Yes,Female,After_16:00,0.998653661,0.743717119,6.730850402000001,5.521431221,5.031529474,4.080313016,6723.0,8.562095532999999,279.7455411,3462.204079,39839.229810000004,No,84257.42744,16.72559539,307.3826831,65.45354652,5275.944723,90.0,45_and_up,2.0,553.0801698,9.0,Public_or_other,Student_or_Unemployed,544.5641056,1.0,Yes
3664,7.0,72.98531412,8385.846864,Financial,24.32843804,No,344.6931879,Yes,Male,By_16:00,0.229849807,0.32262529999999995,9.822244211000001,2.170244225,7.69244974,5.402494171,5504.0,20.25588416,358.18375299999997,4163.299385,47897.16562,No,118813.3938,18.92574313,225.6820996,98.54063492,626.2013355,60.0,30-45,1.0,647.7625484,7.0,,Services_or_Retail,581.8557038,5.0,Yes
5919,5.0,305.8679512,39488.36731,Other,101.9559837,No,387.3079917,Yes,Male,By_16:00,0.906931853,0.9862048370000001,2.633213489,1.4314722780000002,0.57446501,9.043262119,9815.0,74.62654924,450.109778,4773.299473,50927.0358,Maybe,150007.4804,21.21579077,184.76047230000003,61.40939239,10506.97861,50.0,45_and_up,0.0,625.0038972,8.0,Foot_or_bicycle,Industry_or_other,362.3485956,0.0,Yes
6715,2.0,577.429761,69875.03078,Social,192.47658700000002,No,363.0313269,Yes,Male,After_16:00,0.035033631,0.473723519,1.9818446619999999,6.325163739,5.501261907999999,9.261833215,4578.0,93.18029704,442.2102192,4514.733707,53136.84393,No,,21.028795000000002,148.7107255,73.12603458,37249.713130000004,70.0,45_and_up,2.0,686.216109,12.0,Car,Public_Sector,503.8475581999999,0.0,Yes
6718,5.0,52.54736453,7195.132345,Healthcare,17.51578818,No,410.77982180000004,Yes,Male,By_16:00,0.473312674,0.7177734290000001,8.098470301,2.0771362559999997,8.335573634,2.9118376739999996,7992.0,88.09935895,449.30639,5006.410997999999,51883.62963,No,168740.062,21.19684859,150.88306200000002,7.237577997000001,334.3186236,80.0,Below_30,3.0,640.1463736000001,14.0,Motorcycle_or_truck,Hightech,389.38528080000003,0.0,No
5148,1.0,382.8143165,42298.24978,Social,127.60477220000001,No,331.4785886,Yes,Female,By_16:00,0.72117708,0.6687929220000001,1.983607579,2.53028007,4.61460395,9.00495647,6264.0,10.08881647,384.5436603,4083.873207,48015.77255,No,109878.0547,19.60978481,204.3418049,30.75802941,16420.58265,70.0,30-45,3.0,631.7837557,13.0,Foot_or_bicycle,Industry_or_other,505.0932053,0.0,No
2978,8.0,260.3538572,23807.605630000002,Healthcare,86.78461908,No,274.32978199999997,Yes,Male,By_16:00,0.605428153,0.891977276,4.59029488,8.748157378,0.962207881,5.368420379,4087.0,56.2285274,499.1148546,3741.527529,59209.219320000004,No,75256.82929,22.34087855,263.2246058,86.40551986,7628.354728,80.0,Below_30,2.0,794.3847095,13.0,Public_or_other,Public_Sector,635.4967243,7.0,Yes
208,9.0,139.20907309999998,31660.336919999998,Healthcare,46.40302436,No,682.2903757,No,Female,After_16:00,0.7305520520000001,0.6896375379999999,6.947540704,2.61525441,1.111803965,5.989366007999999,8253.0,76.07192101,617.3525202000001,8057.608797,72111.24912000001,No,465520.1567,24.84657965,217.41317469999998,32.65500648,2209.6436940000003,80.0,,4.0,865.6748083999998,9.0,Foot_or_bicycle,,483.65700530000004,0.0,Yes
5992,3.0,1290.123862,121981.5307,Environment,430.04128729999996,Yes,283.65074300000003,Yes,Male,After_16:00,0.267051561,0.089906294,2.15140329,3.351796465,9.495787499,5.385758367,7294.0,27.64540201,529.6102751,3895.7279810000005,61056.01515,Yes,80457.74403,23.01326303,241.3672317,76.3368964,185375.55,90.0,45_and_up,5.0,806.4302026,13.0,Foot_or_bicycle,Hightech,602.8317614,0.0,No
1004,10.0,-160.0845786,-7963.026176,Healthcare,-53.3615262,Yes,149.2278565,Yes,Male,By_16:00,0.780383901,0.5252959979999999,9.733367364,9.170384497999999,8.144815534,8.317912144,6873.0,1.216417062,610.9667307999999,2714.212027,66176.42465,Yes,22268.95316,24.71774122,394.29934469999995,10.93147825,2804.090953,80.0,Below_30,0.0,885.7105091,14.0,Motorcycle_or_truck,Hightech,641.8353314,4.0,No
9464,10.0,137.40668159999998,13437.50442,Education,45.802227200000004,No,293.3810262,Yes,Male,By_16:00,0.629964929,0.792541259,4.118268157,1.7763194,8.286519232,2.3869857519999997,3429.0,58.86892183,385.14420950000004,3704.0986810000004,44864.15816,No,86072.42652000001,19.62509132,259.0179386,44.82572176,2153.646244,100.0,Below_30,3.0,,9.0,Foot_or_bicycle,Student_or_Unemployed,394.1366941,0.0,No
7155,8.0,728.4125021000001,97958.51976,Financial,242.8041674,No,403.4466164,Yes,Male,By_16:00,0.27321281399999997,0.6914796440000001,7.090381763,3.435892968,0.12760954,3.1421367960000004,3922.0,29.8772705,381.4793314,4797.424827000001,49339.3418,No,162769.1723,19.53149588,154.1878545,66.03134586,59206.66785,60.0,45_and_up,1.0,643.7282948,11.0,Public_or_other,Hightech,520.1044698,0.0,Yes
8014,9.0,120.927325,17584.10727,Other,40.30910833,No,436.23161110000007,Yes,Male,By_16:00,0.605751873,0.42709536,9.107701411,5.345878431,3.3859619380000003,5.178584396000001,8456.0,71.71698662,424.03583489999994,5210.387781,52716.7727,Maybe,190298.0185,20.59213041,99.32327236,45.95094982,1675.133323,50.0,30-45,3.0,672.6025543,7.0,Foot_or_bicycle,Services_or_Retail,494.6942836,0.0,No
8270,8.0,117.3428062,18986.006080000003,Financial,39.11426874,No,485.39846689999996,Yes,Male,By_16:00,0.064160941,0.758794758,4.66018609,5.004452614,2.635185786,0.80196629,3333.0,72.26968505,470.2935218,5794.571712,,No,235611.6717,21.68625191,63.3186941,96.31075962,1579.0402880000001,60.0,45_and_up,4.0,694.8152342999999,6.0,Motorcycle_or_truck,Services_or_Retail,446.02243610000005,0.0,Yes
5834,10.0,2079.815367,81968.03081,Environment,693.2717891,Yes,118.23361650000001,Yes,Female,After_16:00,0.520260342,0.6542349670000001,4.916103377,3.9509160260000002,9.468111868,9.621542301,9706.0,75.17418817,231.92224669999996,1646.180658,33126.81042,Yes,13979.188059999999,15.22899362,468.772374,68.14247458,481329.0453,90.0,30-45,2.0,493.66336629999995,13.0,Motorcycle_or_truck,Public_Sector,546.2199653,0.0,Yes
531,6.0,1384.424414,202490.6048,Education,461.4748048,Yes,438.790163,Yes,Female,By_16:00,0.8298412490000001,0.39946689700000004,9.214751581,2.1968908259999997,0.631328879,6.7543578029999995,6044.0,2.7035611910000004,441.1405754,5270.182781,52199.72549,Yes,192536.8072,21.00334677,123.1369188,81.31967699,213430.4703,100.0,30-45,1.0,646.3195925,12.0,Motorcycle_or_truck,Services_or_Retail,410.82811680000003,0.0,Yes
3082,1.0,177.30521130000002,28298.479110000004,Environment,59.1017371,No,478.80960020000003,Yes,Male,After_16:00,0.475550199,0.502864768,9.396368668,6.228594875,3.1508847189999996,1.0091565759999999,9516.0,54.79352165,387.9118325,5563.919667,50745.03663,No,229258.6332,19.69547746,114.11695379999999,72.42587444,3562.117066,90.0,45_and_up,3.0,648.5739316,13.0,Foot_or_bicycle,Hightech,503.14464469999996,0.0,No
8839,6.0,394.0669745,66508.77139,Healthcare,131.3556582,No,506.3258966,No,Female,After_16:00,0.668783827,0.222192282,1.7256610890000001,8.283744107,2.353183453,8.362539089,8980.0,77.89600606,433.89299919999996,5931.044964,53996.04425,No,256365.9135,20.8300984,75.43439701,53.93294767,17395.66459,80.0,Below_30,1.0,673.2463775,8.0,Public_or_other,Student_or_Unemployed,464.22017710000006,0.0,Yes
8791,3.0,86.48370248,19647.10405,Financial,28.82790083,No,681.5308603,No,Female,By_16:00,0.088383705,0.34763427799999996,9.579399596,5.36516241,6.4854797070000005,2.385597727,5770.0,82.18349474,646.11878,8107.546162999999,74545.85556,No,464484.3136,25.41886661,233.2463625,55.32936647,869.8757669,60.0,30-45,5.0,894.6671301000001,7.0,Public_or_other,Student_or_Unemployed,490.0142841,0.0,Yes
3852,4.0,1527.312506,48310.58925,Environment,509.10416849999996,Yes,94.89332878,Yes,Male,By_16:00,0.063394601,0.8030498629999999,3.372554467,3.0995096380000002,2.4847876980000003,5.466934282,6359.0,21.45758981,71.96245259999999,1092.858193,15904.291009999999,Yes,9004.743846,8.483068584,603.2877656000001,94.67683982,259706.1586,90.0,Below_30,0.0,259.7796318,15.0,Motorcycle_or_truck,Services_or_Retail,371.0481832,0.0,No
6410,2.0,211.29877050000002,32955.387760000005,Military,70.43292351,No,467.89748480000003,Yes,Female,After_16:00,0.844432941,0.404121478,0.9994183740000001,4.47211836,4.171872679,1.823421253,8457.0,45.85032696,377.9227025,5434.820253,50510.12062,Maybe,218928.0563,19.44023412,131.19020590000002,27.30259206,5041.229638000001,30.0,30-45,1.0,654.7907715,5.0,Foot_or_bicycle,Student_or_Unemployed,535.7411816,1.0,Yes
